0	0_value	1	1_value	2	2_value	3	3_value	4	4_value	5	5_value	6	6_value	7	7_value	8	8_value
GOBP_SMALL_MOLECULE_METABOLIC_PROCESS	14.9097455551698	GOBP_CALCIUM_ION_REGULATED_EXOCYTOSIS_OF_NEUROTRANSMITTER	1.4407598979862	GOBP_INTRACELLULAR_TRANSPORT	71.2084615045219	GOBP_OUTER_DYNEIN_ARM_ASSEMBLY	2.11167675194997	GOBP_MULTICELLULAR_ORGANISMAL_SIGNALING	4.94436486816107	GOBP_NEUROGENESIS	21.1987240570648	GOBP_DIGESTION	20.1623405862708	GOBP_CELL_CYCLE	105.824122965932	GOBP_LYMPHOCYTE_ACTIVATION	46.8689788147968
GOBP_CARBOHYDRATE_DERIVATIVE_METABOLIC_PROCESS	12.5224349806424	GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	1.25906641567346	GOBP_BIOLOGICAL_PROCESS_INVOLVED_IN_SYMBIOTIC_INTERACTION	70.3688960168179	GOBP_GLYCINE_TRANSPORT	1.8933256329899	GOBP_REGULATION_OF_SYSTEM_PROCESS	4.50196322164957	GOBP_NEURON_DIFFERENTIATION	16.8161230290141	GOBP_DIGESTIVE_SYSTEM_PROCESS	10.3654150672787	GOBP_CELL_CYCLE_PROCESS	92.1927036460074	GOBP_T_CELL_ACTIVATION	42.5099360810512
GOBP_NCRNA_METABOLIC_PROCESS	11.7994404306157	GOBP_ANTRAL_OVARIAN_FOLLICLE_GROWTH	1.19981374229931	GOBP_MRNA_METABOLIC_PROCESS	67.4659808829522	GOBP_LOW_DENSITY_LIPOPROTEIN_PARTICLE_REMODELING	1.8933256329899	GOBP_EAR_MORPHOGENESIS	4.24423297652497	GOBP_BIOLOGICAL_ADHESION	15.138463047601	GOBP_INTESTINAL_ABSORPTION	7.91615468331197	GOBP_MITOTIC_CELL_CYCLE	91.1676380747739	GOBP_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	38.8171885123476
GOBP_NCRNA_PROCESSING	10.7089340416254	GOBP_HYDROCARBON_METABOLIC_PROCESS	1.19977288530951	GOBP_MACROMOLECULE_CATABOLIC_PROCESS	64.5205162088324	GOBP_NEGATIVE_REGULATION_OF_FEEDING_BEHAVIOR	1.87021693514861	GOBP_NERVOUS_SYSTEM_PROCESS	4.16117426670493	GOBP_AXON_DEVELOPMENT	14.7271799150771	GOBP_LIPID_DIGESTION	7.50298329114225	GOBP_CHROMOSOME_SEGREGATION	71.8878357295144	GOBP_CELL_ACTIVATION	38.1579215167881
GOBP_ORGANOPHOSPHATE_METABOLIC_PROCESS	9.48761056739953	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	1.13514593210348	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	64.100099359972	GOBP_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_CIRCULATING_IMMUNOGLOBULIN	1.85435813255661	GOBP_HEART_PROCESS	4.10050516339659	GOBP_NEURON_DEVELOPMENT	14.6775093853033	GOBP_TRIGLYCERIDE_CATABOLIC_PROCESS	7.31497050462957	GOBP_CELL_DIVISION	68.547186818381	GOBP_ADAPTIVE_IMMUNE_RESPONSE	37.6984616986005
GOBP_TRNA_METABOLIC_PROCESS	9.09073891597605	GOBP_AXONEME_ASSEMBLY	1.09379623621301	GOBP_CELLULAR_MACROMOLECULE_CATABOLIC_PROCESS	62.9240785294476	GOBP_NEURON_FATE_SPECIFICATION	1.79738906691016	GOBP_REGULATION_OF_HEART_CONTRACTION	3.90570571606652	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	14.3856778210265	GOBP_BRUSH_BORDER_ASSEMBLY	6.76366655847419	GOBP_ORGANELLE_FISSION	62.9746874329671	GOBP_REGULATION_OF_CELL_ACTIVATION	36.204959136384
GOBP_CARBOHYDRATE_DERIVATIVE_BIOSYNTHETIC_PROCESS	8.7145616425183	GOBP_DENSE_CORE_GRANULE_EXOCYTOSIS	1.05035091283656	GOBP_CELLULAR_MACROMOLECULE_LOCALIZATION	62.3992535313889	GOBP_DOPAMINE_TRANSPORT	1.73962444919701	GOBP_REGULATION_OF_MEMBRANE_POTENTIAL	3.81490125544144	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	13.999696954969	GOBP_NEUTRAL_LIPID_CATABOLIC_PROCESS	6.59249240274826	GOBP_CHROMOSOME_ORGANIZATION	62.5861883862147	GOBP_REGULATION_OF_LYMPHOCYTE_ACTIVATION	36.0818784109727
GOBP_ORGANONITROGEN_COMPOUND_BIOSYNTHETIC_PROCESS	8.67225036602352	GOBP_CIRCADIAN_SLEEP_WAKE_CYCLE_REM_SLEEP	1.01903046404708	GOBP_PROTEIN_CONTAINING_COMPLEX_SUBUNIT_ORGANIZATION	61.1447142812367	GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	1.70876353869716	GOBP_REGULATION_OF_POSTSYNAPTIC_CYTOSOLIC_CALCIUM_ION_CONCENTRATION	3.7517082250079	GOBP_CELL_PART_MORPHOGENESIS	13.8190791876332	GOBP_EPITHELIAL_CELL_DIFFERENTIATION	6.32768343152032	GOBP_NUCLEAR_CHROMOSOME_SEGREGATION	60.5043162102419	GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	32.4238767956484
GOBP_RNA_MODIFICATION	8.66241826875589	GOBP_SKELETAL_MUSCLE_TISSUE_GROWTH	1.01903046404708	GOBP_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	51.1389284286496	GOBP_NEURON_FATE_COMMITMENT	1.67892270893986	GOBP_REGULATION_OF_BLOOD_CIRCULATION	3.71357108266672	GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_NEURON_DIFFERENTIATION	13.5354874123038	GOBP_LIPID_CATABOLIC_PROCESS	5.78651165256933	GOBP_MITOTIC_NUCLEAR_DIVISION	55.2844349331283	GOBP_REGULATION_OF_T_CELL_ACTIVATION	31.7999624799899
GOBP_CELLULAR_LIPID_METABOLIC_PROCESS	8.50569709719615	GOBP_REGULATION_OF_SKELETAL_MUSCLE_TISSUE_GROWTH	1.01903046404708	GOBP_INTRACELLULAR_PROTEIN_TRANSPORT	50.9685019676374	GOBP_CILIUM_MOVEMENT	1.5340467010304	GOBP_CARDIAC_CONDUCTION	3.56271601688349	GOBP_CELL_MORPHOGENESIS	13.5001437620538	GOBP_GLYCEROLIPID_CATABOLIC_PROCESS	5.25635795774624	GOBP_MITOTIC_SISTER_CHROMATID_SEGREGATION	50.1945198739636	GOBP_REGULATION_OF_IMMUNE_RESPONSE	31.5133616220595
GOBP_CELL_PROJECTION_ORGANIZATION	8.40995959316179	GOBP_SENSORY_PERCEPTION_OF_TASTE	0.987504264410481	GOBP_IMMUNE_EFFECTOR_PROCESS	47.9764797396779	GOBP_NEGATIVE_REGULATION_OF_BEHAVIOR	1.51010822245687	GOBP_CIRCULATORY_SYSTEM_PROCESS	3.3512813731033	GOBP_CELL_JUNCTION_ORGANIZATION	11.0869874885577	GOBP_INTESTINAL_LIPID_ABSORPTION	5.02811522056856	GOBP_SISTER_CHROMATID_SEGREGATION	50.1663965905631	GOBP_T_CELL_DIFFERENTIATION	28.8322020544425
