id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Sapcd2	8.00897655250833e-198	0.500618978473816	0.567	0.009	1.70302877412537e-193
Cdc25c	8.06229248474988e-182	0.61170099417744	0.633	0.012	1.71436587395721e-177
Kif20a	2.93883140083304e-180	1.67413637604424	1	0.034	6.24913109073139e-176
Aspm	2.27416348090068e-176	2.31862325607271	0.967	0.033	4.8357812257872e-172
Nek2	1.64763679157873e-160	0.823595924615904	0.767	0.022	3.50353487361301e-156
Cep55	4.75173113980693e-157	1.89715627944548	1	0.04	1.01040810956854e-152
Ccnb1	1.5118029732886e-149	1.25343408476642	0.9	0.033	3.21469784240088e-145
Plk1	1.81220364407127e-148	1.32485075260262	0.9	0.033	3.85346982875314e-144
Ect2	1.2751698351014e-141	1.93413428695253	0.9	0.036	2.71152113735962e-137
Agbl2	5.65161058511167e-134	0.374556938749514	0.4	0.007	1.20175847481815e-129
Cdc20	6.66449487577004e-134	1.93624577479433	0.9	0.038	1.41713819038374e-129
Nuf2	1.66141901323212e-133	1.18545129089613	0.867	0.035	3.53284138973677e-129
Cdkn3	7.83092843395485e-133	1.62547732193122	0.933	0.041	1.66516862219616e-128
Hmmr	1.39936319100608e-132	2.4744098283193	0.967	0.045	2.97560588935532e-128
Parpbp	2.85750576417493e-127	0.489604345418317	0.533	0.013	6.07620025694157e-123
Ckap2	1.65820525590623e-125	2.05924118756062	1	0.052	3.52600765615902e-121
Depdc1a	5.94797748808919e-124	0.872546439373111	0.7	0.024	1.26477793306729e-119
Mxd3	1.12645649743637e-121	0.662087230220178	0.667	0.021	2.3952970961487e-117
Prr11	1.60580677152408e-121	0.792229106797743	0.667	0.022	3.4145875189688e-117
Mastl	3.97788498059598e-121	0.84444542858408	0.767	0.029	8.4585746227393e-117
Kif2c	4.03812694153277e-120	1.39300569296709	0.933	0.045	8.58667312847528e-116
Ccna2	1.12819694415444e-119	1.69875913757868	0.967	0.049	2.39899798205e-115
Cip2a	3.5054928465847e-119	0.959782953055959	0.9	0.041	7.4540799889777e-115
Pbk	1.17504812735007e-112	0.983716377850274	0.767	0.031	2.49862233799719e-108
Iqgap3	1.4644916592965e-112	0.618577033189072	0.667	0.023	3.11409506432807e-108
Kif4	2.67861497592727e-108	1.10436767576624	0.767	0.033	5.69580688481174e-104
Ccnb2	2.60533221761466e-106	1.97939707072511	1	0.06	5.53997842753582e-102
Sgo2a	1.34591039232632e-104	1.05960891089528	0.8	0.037	2.86194385824269e-100
Bub1b	3.78845510861457e-104	1.06208127488298	0.833	0.041	8.05577094295802e-100
Ckap2l	1.48168945563377e-102	1.55356603684579	0.933	0.054	3.15066445845965e-98
Melk	5.86268327353798e-100	0.771804807044563	0.7	0.029	1.24664097128512e-95
Ska3	2.35723681621176e-96	0.491771088248282	0.533	0.017	5.01242836599268e-92
Cdca3	3.80916100879204e-96	1.75063145633571	0.933	0.058	8.09979996909538e-92
