id	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Vil1	0	3.53952600193652	1	0.007	0
Tm4sf20	0	2.84325002252341	0.881	0.004	0
Alpi	0	3.0887289993041	0.762	0.003	0
Lct	0	2.02602546965488	0.524	0.002	0
Pm20d1	0	0.748182574995897	0.5	0.003	0
Elf3	0	1.19266689430982	0.69	0.003	0
Lad1	0	1.33740321744778	0.81	0.002	0
Gpa33	0	1.40408357861971	0.714	0.003	0
Nr1i3	0	0.957250917541005	0.595	0.002	0
Tstd1	0	1.96923272723531	0.69	0.007	0
Slc30a10	0	0.692959588885551	0.405	0	0
Tmem236	0	1.27160385573487	0.643	0.005	0
Entpd8	0	0.451657352180969	0.429	0.002	0
Phgr1	0	4.31978064408462	0.976	0.009	0
Ppp1r14d	0	2.08800379205439	0.905	0.003	0
Slc27a2	0	0.56562653789814	0.357	0.001	0
Hnf4a	0	1.22075409838887	0.667	0.003	0
Pck1	0	1.4072506364478	0.667	0.002	0
Glod5	0	2.68089559372718	0.976	0.002	0
2010106E10Rik	0	1.94744063093127	0.667	0.002	0
Ace2	0	2.41551203706903	0.833	0.011	0
Hnf4g	0	2.05006719211424	0.881	0.002	0
Slc2a2	0	1.56628439585109	0.619	0.002	0
Mme	0	2.43877978536638	0.857	0.008	0
Sis	0	4.03005976990131	0.857	0.007	0
Pklr	0	1.07818088107297	0.619	0.002	0
Pdzk1	0	2.00586137069622	0.643	0.002	0
Eps8l3	0	2.20805392277324	0.929	0.004	0
Gstm6	0	1.14183337536863	0.69	0.008	0
Adh6a	0	3.66677919300464	0.929	0.006	0
Clca4b	0	2.10074966044654	0.667	0.003	0
Cdh17	0	2.42656095703278	0.857	0.008	0
Aldob	0	5.01608465586865	0.976	0.014	0
Sh3gl2	0	0.387241654017727	0.381	0.003	0
Cdkn2b	0	1.30040781475311	0.762	0.01	0
Dab1	0	0.916043265406831	0.548	0.005	0
Guca2b	0	4.49537546916607	0.905	0.008	0
Tmem54	0	1.28912569322001	0.738	0.003	0
Cda	0	3.15407144567769	1	0.025	0
Rnf186	0	1.19495412661701	0.548	0.002	0
Slc2a5	0	0.851301545877065	0.405	0.002	0
Cgref1	0	2.07657557290181	0.786	0.01	0
Slc5a1	0	3.39645418586841	0.786	0.004	0
Ugt2b34	0	2.3286065164686	0.714	0.004	0
Sult1b1	0	3.50394511742844	0.952	0.004	0
Sult1d1	0	2.70136559169542	0.952	0.004	0
Muc3	0	1.75276739791124	0.595	0.003	0
Cyp3a13	0	1.82489525617332	0.69	0.004	0
Tmem184a	0	0.575930560398377	0.452	0.004	0
Cyp3a11	0	2.3621736511473	0.643	0.003	0
Cyp3a25	0	1.73997670560659	0.667	0.002	0
Slc13a1	0	1.47929552253026	0.476	0.001	0
Mgam	0	3.01176930880584	0.881	0.012	0
Aoc1	0	2.03567761575803	0.762	0.005	0
Cidec	0	0.489958799890297	0.262	0	0
Mkrn2os	0	1.3555744089804	0.786	0.002	0
Plekhg6	0	0.663670488760825	0.452	0.003	0
Clec2h	0	3.92321910659907	0.952	0.005	0
Clec2e	0	1.0700619716549	0.619	0.002	0
Gucy2c	0	1.09672370980541	0.643	0.006	0
Sult6b2	0	2.13747788413446	0.476	0.002	0
Ptprh	0	0.873054998836372	0.5	0.004	0
Ceacam20	0	0.664737854650811	0.357	0	0
Erich4	0	1.91714602688606	0.833	0.002	0
Cyp2b10	0	1.67969778024914	0.524	0.001	0
Lgals4	0	5.08972979775603	1	0.027	0
Slc7a9	0	1.35154330224664	0.714	0.005	0
Myh14	0	1.76380973882547	0.833	0.012	0
0610005C13Rik	0	1.09814188329643	0.643	0.003	0
Sult2b1	0	2.04309227915344	0.905	0.014	0
Ush1c	0	1.17141414525889	0.714	0.002	0
Slc28a1	0	0.746327606924547	0.476	0	0
Mogat2	0	1.90103258871212	0.786	0.003	0
Tmc5	0	0.631572970960952	0.476	0.002	0
Anks4b	0	1.52469039810141	0.762	0.002	0
Slc5a11	0	0.875308229113197	0.5	0.004	0
Clrn3	0	0.441905959169293	0.333	0.002	0
Prap1	0	5.69337421076616	0.929	0.017	0
Nlrp6	0	1.54431480400536	0.762	0.002	0
Cdhr5	0	2.85659224509421	0.881	0.006	0
Smlr1	0	0.990914841029156	0.571	0.001	0
Hkdc1	0	1.09502177647068	0.643	0.002	0
Pbld2	0	1.45677115638731	0.857	0.003	0
Ggt1	0	2.58518532108603	0.595	0.007	0
Misp	0	1.58456627405711	0.762	0.007	0
Reep6	0	1.71438609593089	0.81	0.016	0
Creb3l3	0	2.20344738948003	0.857	0.014	0
Myo1a	0	2.91882435640368	0.976	0.006	0
Slc39a5	0	1.37433736647452	0.619	0.002	0
Tm6sf2	0	1.92105535105752	0.738	0.005	0
Ces2c	0	2.21277076778706	0.762	0.002	0
Ces2e	0	3.06247665652777	0.762	0.01	0
Oit1	0	1.35046665570649	0.738	0.002	0
Tmem253	0	0.901416976891746	0.619	0.002	0
Cideb	0	1.91173220931288	0.857	0.006	0
Gata4	0	0.543965237801694	0.524	0.004	0
Slc15a1	0	1.400434880955	0.476	0.002	0
Ap1m2	0	0.648037677886102	0.476	0.003	0
Tmem45b	0	1.38922066548774	0.619	0.003	0
Treh	0	1.15841640300852	0.429	0.001	0
Apoc3	0	4.26298222237704	0.952	0.008	0
